Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Education_Group,Total_Children,Total_Campaign_Accepted,Customer_Tenure_Days,Total_Purchases,Total_Spending,Spending_Per_Purchase
Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,45,Undergraduate,1,0,671,4,31,6.2
Partnered,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,36,Graduate,0,0,545,6,67,9.571428571428571
Divorced,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,74,Graduate,1,0,402,21,708,32.18181818181818
Partnered,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,55,Undergraduate,2,0,648,4,25,5.0
Partnered,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,43,Postgraduate,0,1,487,11,746,62.166666666666664
Divorced,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,69,Postgraduate,2,0,645,5,32,5.333333333333333
Widow,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,75,Postgraduate,2,0,116,25,1695,65.1923076923077
Partnered,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,50,Graduate,1,0,667,28,1080,37.241379310344826
Partnered,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,71,Postgraduate,2,0,91,9,72,7.2
Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,37,Graduate,1,0,221,10,57,5.181818181818182
Partnered,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,53,Postgraduate,1,0,100,25,660,25.384615384615383
Partnered,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,1,53,Undergraduate,1,0,635,11,103,8.583333333333334
Partnered,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,42,Postgraduate,1,0,279,11,153,12.75
Partnered,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,70,Postgraduate,1,1,647,32,1220,36.96969696969697
Partnered,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,61,Graduate,1,0,682,13,279,19.928571428571427
Partnered,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,48,Graduate,1,0,178,20,745,35.476190476190474
Partnered,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,53,Postgraduate,1,0,120,12,264,20.307692307692307
Partnered,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,40,Graduate,0,4,12,22,2157,93.78260869565217
Partnered,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,67,Postgraduate,1,3,305,23,1526,63.583333333333336
Partnered,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,48,Graduate,1,0,446,6,69,9.857142857142858
Partnered,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,60,Graduate,0,1,596,26,1597,59.148148148148145
Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,34,Undergraduate,1,0,31,8,64,7.111111111111111
Partnered,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,42,Graduate,1,0,593,18,497,26.157894736842106
Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,70,Graduate,1,0,405,17,1067,59.27777777777778
Partnered,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,49,Graduate,2,0,52,7,31,3.875
Partnered,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,52,Graduate,2,0,297,14,211,14.066666666666666
Partnered,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,50,Postgraduate,1,1,581,25,877,33.73076923076923
Partnered,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,47,Graduate,1,0,532,4,11,2.2
Partnered,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,1,43,Postgraduate,0,3,424,25,2034,78.23076923076923
Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,1,35,Graduate,0,3,197,19,1991,99.55
Widow,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,64,Postgraduate,0,1,88,24,1686,67.44
Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,1,44,Postgraduate,1,0,152,17,324,18.0
Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,1,47,Postgraduate,1,0,72,9,69,6.9
Partnered,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,1,71,Graduate,2,0,608,16,252,14.823529411764707
Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,61,Undergraduate,1,0,538,5,54,9.0
Partnered,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,65,Postgraduate,2,0,478,27,964,34.42857142857143
Partnered,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,75,Graduate,1,0,497,28,1327,45.758620689655174
Partnered,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,62,Postgraduate,2,0,98,7,68,8.5
Partnered,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,67,Graduate,0,0,548,5,60,10.0
Divorced,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,71,Graduate,2,1,428,5,55,9.166666666666666
Partnered,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,60,Graduate,0,1,109,21,1456,66.18181818181819
Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,68,Undergraduate,1,0,419,18,563,29.63157894736842
Divorced,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,72,Graduate,1,0,496,26,1504,55.7037037037037
Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,59,Graduate,2,0,66,19,564,28.2
Partnered,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,63,Graduate,0,1,215,23,1125,46.875
Partnered,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,67,Graduate,1,1,36,17,358,19.88888888888889
Partnered,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,55,Postgraduate,1,0,200,5,42,7.0
Partnered,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,62,Graduate,1,1,66,10,184,16.727272727272727
Partnered,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,43,Graduate,1,0,437,19,460,23.0
Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,1,81,Postgraduate,0,0,32,8,145,16.11111111111111
Partnered,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,1,79,Graduate,0,0,529,25,1376,52.92307692307692
Divorced,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,57,Postgraduate,1,0,525,23,792,33.0
Partnered,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,74,Graduate,0,0,611,23,1382,57.583333333333336
Partnered,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,79,Undergraduate,0,0,586,4,28,5.6
Partnered,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,80,Postgraduate,0,0,274,24,1033,41.32
Divorced,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,57,Graduate,1,0,396,23,882,36.75
Partnered,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,77,Postgraduate,0,3,483,15,2231,139.4375
Partnered,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,1,65,Postgraduate,1,1,621,19,1101,55.05
Partnered,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,52,Graduate,1,0,655,16,369,21.705882352941178
Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,46,Undergraduate,1,0,122,5,48,8.0
Widow,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,1,77,Postgraduate,1,1,502,19,467,23.35
Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,55,Graduate,2,0,551,8,44,4.888888888888889
Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,47,Undergraduate,2,0,469,10,38,3.4545454545454546
Partnered,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,58,Graduate,2,0,235,9,81,8.1
Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,1,55,Postgraduate,1,0,329,10,167,15.181818181818182
Partnered,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,71,Postgraduate,2,0,50,7,45,5.625
Partnered,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,54,Graduate,1,0,399,21,664,30.181818181818183
Partnered,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,62,Undergraduate,1,0,292,20,622,29.61904761904762
Divorced,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,47,Undergraduate,1,0,476,7,48,6.0
Partnered,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,51,Graduate,1,0,249,16,461,27.11764705882353
Partnered,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,49,Graduate,1,0,313,26,1073,39.74074074074074
Partnered,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,40,Undergraduate,1,0,295,8,55,6.111111111111111
Partnered,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,70,Graduate,1,0,460,26,976,36.148148148148145
Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,46,Postgraduate,1,0,13,5,20,3.3333333333333335
Partnered,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,44,Graduate,0,0,417,17,1149,63.833333333333336
Partnered,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,65,Undergraduate,0,0,14,6,43,6.142857142857143
Partnered,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,51,Postgraduate,1,1,252,10,224,20.363636363636363
Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,1,52,Postgraduate,1,0,649,9,101,10.1
Partnered,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,80,Postgraduate,0,0,437,10,209,19.0
Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,41,Graduate,0,0,632,21,968,44.0
Partnered,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,74,Postgraduate,0,0,386,17,1165,64.72222222222223
Partnered,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,59,Graduate,1,0,103,5,24,4.0
Partnered,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,1,71,Graduate,2,0,608,16,252,14.823529411764707
Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,41,Graduate,1,0,669,12,165,12.692307692307692
Partnered,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,49,Postgraduate,0,0,624,13,269,19.214285714285715
Partnered,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,53,Postgraduate,1,0,327,7,102,12.75
Partnered,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,42,Undergraduate,0,0,332,19,461,23.05
Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,47,Undergraduate,1,0,559,7,47,5.875
Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,50,Postgraduate,2,0,132,10,144,13.090909090909092
Partnered,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,58,Graduate,0,0,623,24,1338,53.52
Partnered,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,67,Graduate,1,0,213,25,917,35.26923076923077
Partnered,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,1,55,Graduate,2,0,544,17,318,17.666666666666668
Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,59,Graduate,2,0,603,14,253,16.866666666666667
Partnered,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,53,Graduate,1,0,646,20,502,23.904761904761905
Partnered,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,43,Graduate,1,0,202,7,119,14.875
Partnered,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,47,Undergraduate,2,0,670,29,1250,41.666666666666664
Partnered,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,47,Graduate,1,0,239,24,969,38.76
Partnered,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,76,Graduate,2,0,328,9,76,7.6
Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,63,Postgraduate,2,0,78,7,62,7.75
Partnered,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,64,Undergraduate,0,1,318,26,1382,51.18518518518518
Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,50,Graduate,1,0,142,7,84,10.5
Partnered,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,74,Graduate,2,1,351,14,255,17.0
Partnered,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,66,Postgraduate,2,0,380,5,43,7.166666666666667
Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,71,Graduate,1,0,269,14,398,26.533333333333335
Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,49,Postgraduate,1,0,74,8,76,8.444444444444445
Partnered,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,62,Graduate,2,1,23,15,902,56.375
Partnered,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,45,Undergraduate,1,0,58,21,823,37.40909090909091
Partnered,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,50,Graduate,1,0,2,26,1179,43.666666666666664
Partnered,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,52,Graduate,1,1,623,29,1921,64.03333333333333
Partnered,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,75,Postgraduate,2,0,427,10,185,16.818181818181817
Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,1,60,Graduate,2,0,466,23,433,18.041666666666668
Partnered,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,75,Graduate,2,1,170,6,34,4.857142857142857
Partnered,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,68,Graduate,1,0,386,27,907,32.392857142857146
Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,60,Postgraduate,2,0,204,25,416,16.0
Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,62,Graduate,2,0,390,10,44,4.0
Partnered,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,1,70,Graduate,0,0,62,17,1588,88.22222222222223
Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,52,Postgraduate,0,1,601,17,1797,99.83333333333333
Partnered,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,60,Graduate,2,0,633,6,40,5.714285714285714
Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,63,Postgraduate,1,0,590,21,1143,51.95454545454545
Partnered,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,57,Postgraduate,0,1,1,14,914,60.93333333333333
Partnered,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,34,Graduate,0,1,525,12,1502,115.53846153846153
Divorced,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,72,Graduate,1,0,500,20,1338,63.714285714285715
Partnered,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,43,Postgraduate,1,0,343,5,27,4.5
Partnered,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,44,Undergraduate,1,1,274,22,763,33.17391304347826
Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,1,75,Graduate,0,0,345,22,1331,57.869565217391305
Partnered,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,70,Graduate,2,0,302,19,525,26.25
Partnered,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,65,Postgraduate,2,0,14,4,9,1.8
Partnered,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,64,Graduate,1,1,83,16,953,56.05882352941177
Divorced,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,55,Postgraduate,2,0,261,7,68,8.5
Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,55,Postgraduate,2,0,268,10,131,11.909090909090908
Partnered,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,58,Graduate,1,0,324,23,882,36.75
Partnered,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,48,Undergraduate,0,0,663,25,1149,44.19230769230769
Partnered,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,57,Graduate,1,0,287,5,37,6.166666666666667
Widow,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,61,Postgraduate,1,0,308,15,388,24.25
Partnered,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,1,40,Graduate,0,0,499,16,1428,84.0
Partnered,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,68,Postgraduate,0,0,402,24,1633,65.32
Partnered,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,1,51,Postgraduate,1,0,403,10,173,15.727272727272727
Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,39,Graduate,1,0,264,9,99,9.9
Partnered,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,67,Graduate,1,0,471,12,215,16.53846153846154
Partnered,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,64,Postgraduate,1,0,497,31,929,29.03125
Partnered,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,52,Graduate,1,0,101,12,219,16.846153846153847
Partnered,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,1,49,Graduate,2,0,291,12,174,13.384615384615385
Partnered,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,48,Graduate,2,0,566,9,92,9.2
Partnered,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,56,Postgraduate,0,0,293,25,1052,40.46153846153846
Partnered,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,69,Graduate,1,1,464,14,275,18.333333333333332
Partnered,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,71,Undergraduate,1,0,695,16,587,34.529411764705884
Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,1,72,Postgraduate,1,0,645,33,1662,48.88235294117647
Partnered,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,44,Postgraduate,1,0,503,11,159,13.25
Widow,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,1,73,Postgraduate,0,3,391,18,1024,53.89473684210526
Divorced,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,58,Postgraduate,1,0,67,7,35,4.375
Partnered,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,69,Postgraduate,0,0,302,15,1042,65.125
Partnered,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,61,Postgraduate,2,0,204,19,395,19.75
Partnered,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,51,Postgraduate,0,3,655,23,557,23.208333333333332
Partnered,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,63,Postgraduate,2,0,6,15,9,0.5625
Partnered,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,36,Graduate,0,0,356,6,69,9.857142857142858
Partnered,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,60,Postgraduate,1,0,169,18,486,25.57894736842105
Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,38,Graduate,1,0,147,6,34,4.857142857142857
Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,31,Undergraduate,0,2,649,28,1365,47.06896551724138
Partnered,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,51,Graduate,1,0,406,4,13,2.6
Partnered,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,48,Postgraduate,0,0,608,21,1401,63.68181818181818
Partnered,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,1,65,Graduate,0,0,534,14,1574,104.93333333333334
Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,1,42,Postgraduate,0,0,292,20,1323,63.0
Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,55,Postgraduate,1,2,321,32,1217,36.878787878787875
Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,75,Postgraduate,3,0,589,7,103,12.875
Partnered,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,50,Postgraduate,0,0,360,7,84,10.5
Partnered,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,54,Postgraduate,0,0,519,23,1536,64.0
Partnered,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,41,Graduate,1,0,649,18,581,30.57894736842105
Partnered,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,60,Postgraduate,1,0,599,14,928,61.86666666666667
Divorced,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,51,Undergraduate,0,0,196,4,14,2.8
Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,47,Graduate,1,0,326,15,424,26.5
Partnered,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,55,Graduate,1,0,258,14,960,64.0
Partnered,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,1,44,Graduate,0,1,597,20,1555,74.04761904761905
Widow,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,1,53,Graduate,2,1,630,29,656,21.866666666666667
Partnered,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,58,Postgraduate,2,0,296,9,55,5.5
Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,42,Graduate,1,0,49,5,20,3.3333333333333335
Partnered,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,55,Postgraduate,1,0,636,17,367,20.38888888888889
Partnered,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,1,49,Undergraduate,0,3,111,22,2257,98.1304347826087
Divorced,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,59,Postgraduate,1,0,120,7,42,5.25
Divorced,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,62,Graduate,1,0,382,26,1049,38.851851851851855
Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,54,Graduate,2,0,74,7,48,6.0
Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,78,Postgraduate,1,0,543,25,685,26.346153846153847
Divorced,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,74,Graduate,1,0,71,5,39,6.5
Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,39,Undergraduate,0,0,142,5,43,7.166666666666667
Widow,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,1,67,Postgraduate,0,0,682,21,835,37.95454545454545
Partnered,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,68,Graduate,0,1,159,20,1515,72.14285714285714
Partnered,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,75,Postgraduate,1,0,495,26,1039,38.48148148148148
Divorced,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,51,Graduate,1,0,349,26,1596,59.111111111111114
Partnered,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,1,42,Postgraduate,0,0,622,18,1828,96.21052631578948
Partnered,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,57,Postgraduate,1,1,60,6,34,4.857142857142857
Divorced,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,58,Postgraduate,1,0,72,10,149,13.545454545454545
Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,57,Postgraduate,1,1,406,23,946,39.416666666666664
Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,41,Postgraduate,0,0,41,6,28,4.0
Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,42,Graduate,1,0,603,17,450,25.0
Partnered,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,69,Postgraduate,2,0,161,5,46,7.666666666666667
Divorced,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,55,Postgraduate,0,1,234,16,1702,100.11764705882354
Partnered,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,51,Graduate,2,0,293,25,820,31.53846153846154
Partnered,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,44,Graduate,1,1,488,15,382,23.875
Partnered,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,38,Postgraduate,0,0,667,20,2126,101.23809523809524
Partnered,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,0,37,Postgraduate,0,3,58,20,2069,98.52380952380952
Partnered,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,41,Graduate,1,0,518,7,72,9.0
Divorced,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,58,Graduate,1,2,26,28,732,25.24137931034483
Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,52,Graduate,0,0,34,11,801,66.75
Divorced,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,77,Graduate,1,0,252,12,236,18.153846153846153
Partnered,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,48,Undergraduate,1,1,658,5,80,13.333333333333334
Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,72,Postgraduate,0,1,90,15,1685,105.3125
Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,81,Postgraduate,0,0,32,27,277,9.892857142857142
Partnered,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,76,Postgraduate,1,0,381,18,507,26.68421052631579
Partnered,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,62,Postgraduate,2,0,491,7,68,8.5
Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,43,Graduate,0,0,77,5,49,8.166666666666666
Partnered,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,39,Postgraduate,0,0,103,15,397,24.8125
Divorced,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,55,Graduate,1,0,248,9,39,3.9
Partnered,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,58,Graduate,1,1,155,14,306,20.4
Partnered,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,72,Graduate,0,0,414,14,976,65.06666666666666
Partnered,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,55,Postgraduate,1,0,296,28,1028,35.44827586206897
Partnered,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,40,Graduate,1,0,144,7,70,8.75
Partnered,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,67,Graduate,0,0,467,5,46,7.666666666666667
Partnered,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,46,Postgraduate,1,1,276,5,51,8.5
Partnered,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,66,Undergraduate,0,0,70,21,1263,57.40909090909091
Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,56,Graduate,1,1,596,22,1490,64.78260869565217
Partnered,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,55,Postgraduate,0,0,623,24,1564,62.56
Partnered,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,1,59,Graduate,1,2,676,18,1815,95.52631578947368
Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,63,Postgraduate,1,0,520,31,1198,37.4375
Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,1,58,Graduate,1,2,674,23,416,17.333333333333332
Partnered,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,36,Graduate,0,0,498,6,85,12.142857142857142
Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,45,Postgraduate,1,0,394,8,47,5.222222222222222
Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,50,Graduate,0,0,494,8,137,15.222222222222221
Partnered,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,61,Postgraduate,2,0,550,4,21,4.2
Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,49,Undergraduate,1,0,7,6,70,10.0
